경기날짜,팀1이름,팀2이름,팀1점수,팀2점수
20200715,LG,롯데,9,3
20200715,KIA,삼성,5,2
20200715,한화,KT,7,3
20200716,SK,두산,2,4
20200716,NC,키움,9,1
20200716,LG,롯데,10,15
20200716,KIA,삼성,7,8
20200716,한화,KT,1,4
20200717,키움,SK,9,12
20200717,두산,KIA,2,4
20200717,롯데,삼성,10,15
20200717,KT,NC,3,3
20200717,한화,LG,0,8
20200718,키움,SK,4,1
20200718,두산,KIA,6,0
20200718,롯데,삼성,2,5
20200718,KT,NC,1,6
20200718,한화,LG,1,3
20200719,키움,SK,3,4
20200719,두산,KIA,8,4
20200719,롯데,삼성,2,1
20200719,KT,NC,2,8
20200719,한화,LG,2,6
20200721,키움,두산,1,6
20200721,삼성,NC,5,6
20200721,롯데,SK,7,8
20200721,LG,KT,9,10
20200721,KIA,한화,10,2
20200722,KIA,한화,2,1
20200724,SK,한화,7,4
20200724,NC,KT,3,2
20200724,롯데,키움,4,2
20200724,LG,두산,8,1
20200725,삼성,KIA,2,8
20200725,NC,KT,2,6
20200725,롯데,키움,6,3
20200725,LG,두산,3,7
20200726,삼성,KIA,5,8
20200726,SK,한화,7,4
20200726,NC,KT,4,5
20200726,롯데,키움,1,8
20200726,LG,두산,4,3
20200727,SK,한화,5,5
20200728,키움,두산,6,2
20200728,NC,롯데,9,11
20200728,LG,SK,24,7
20200729,LG,SK,11,6
20200729,한화,삼성,12,7
20200730,키움,두산,8,5
20200730,LG,SK,9,1
20200730,KT,KIA,4,1
20200730,한화,삼성,1,2
20200731,키움,삼성,10,3
20200731,SK,KT,1,11
20200731,두산,NC,7,10
20200731,KIA,롯데,3,2
20200731,한화,LG,2,1
20200801,키움,삼성,22,7
20200801,SK,KT,0,11
20200801,두산,NC,12,10
20200801,KIA,롯데,3,7
20200801,한화,LG,6,9
20200802,키움,삼성,4,2
20200802,두산,NC,7,4
20200802,KIA,롯데,0,8
20200804,삼성,두산,6,3
20200804,롯데,SK,8,0
20200804,LG,KIA,15,5
20200804,KT,키움,4,2
20200805,삼성,두산,2,2
20200805,NC,한화,5,8
20200805,LG,KIA,6,4
20200805,KT,키움,3,12
20200806,삼성,두산,2,5
20200806,NC,한화,4,1
20200806,롯데,SK,8,2
20200806,LG,KIA,1,13
20200806,KT,키움,2,3
20200807,삼성,SK,2,0
20200807,롯데,두산,8,4
20200807,LG,키움,5,2
20200808,삼성,SK,2,4
20200808,NC,KIA,2,3
20200808,롯데,두산,1,1
20200808,LG,키움,1,5
20200809,NC,KIA,8,1
20200809,LG,키움,1,2
20200809,KT,한화,6,3
20200811,SK,KT,1,6
20200811,두산,삼성,6,1
20200811,KIA,LG,8,4
20200811,한화,키움,7,5
20200812,SK,KT,11,2
20200812,두산,삼성,15,8
20200812,NC,롯데,4,8
20200812,KIA,LG,0,8
20200812,한화,키움,2,3
20200813,SK,KT,10,6
20200813,두산,삼성,2,3
20200813,NC,롯데,9,2
20200813,KIA,LG,2,4
20200813,한화,키움,3,6
20200814,키움,롯데,1,5
20200814,삼성,한화,10,1
20200814,SK,KIA,6,7
20200814,LG,NC,10,4
20200814,KT,두산,5,3
20200815,키움,롯데,3,1
20200815,삼성,한화,2,0
20200815,SK,KIA,3,10
20200815,LG,NC,13,4
20200815,KT,두산,5,7
20200816,키움,롯데,6,3
20200816,삼성,한화,2,3
20200816,SK,KIA,5,8
20200816,LG,NC,6,5
20200816,KT,두산,4,1
20200818,키움,NC,1,5
20200818,두산,롯데,9,2
20200818,KT,삼성,6,3
20200818,KIA,LG,5,6
20200818,한화,SK,3,9
20200819,키움,NC,6,4
20200819,두산,롯데,3,7
20200819,KT,삼성,6,4
20200819,KIA,LG,1,10
20200819,한화,SK,6,26
20200820,삼성,SK,8,3
20200820,NC,KIA,14,2
20200820,롯데,두산,6,5
20200820,LG,키움,5,6
20200820,KT,한화,3,0
20200821,삼성,SK,6,8
20200821,NC,KIA,10,4
20200821,롯데,두산,0,1
20200821,LG,키움,7,3
20200821,KT,한화,1,5
20200822,두산,SK,8,1
20200822,롯데,삼성,5,3
20200822,KIA,키움,3,4
20200823,두산,SK,8,1
20200823,NC,KT,1,10
20200823,롯데,삼성,11,0
20200823,KIA,키움,8,7
20200823,한화,LG,4,3
20200824,NC,KT,1,8
20200824,한화,LG,6,3
20200825,키움,KT,4,1
20200825,SK,롯데,10,8
20200825,LG,삼성,3,4
20200825,KIA,두산,8,10
20200825,한화,NC,3,11
20200826,키움,KT,5,6
20200826,SK,롯데,1,3
20200826,LG,삼성,8,5
20200826,KIA,두산,7,5
20200826,한화,NC,5,9
20200827,키움,롯데,11,6
20200827,삼성,한화,0,7
20200827,두산,NC,2,8
20200827,KT,LG,0,2
20200827,KIA,SK,4,10
20200828,키움,롯데,8,4
20200828,두산,NC,11,4
20200828,KT,LG,5,6
20200828,KIA,SK,11,8
20200829,삼성,키움,5,4
20200829,SK,NC,5,9
20200829,한화,롯데,7,9
20200830,KT,KIA,8,5
20200830,두산,LG,5,5
20200830,삼성,키움,2,3
20200830,SK,NC,4,7
20200830,한화,롯데,2,6
20200830,두산,LG,1,4
20200830,KT,KIA,5,7
20200901,삼성,KIA,0,6
20200901,NC,키움,5,2
20200901,롯데,KT,2,11
20200901,LG,SK,13,5
20200901,한화,두산,0,4
20200902,NC,키움,4,6
20200903,키움,한화,6,5
20200903,SK,KT,2,6
20200903,두산,삼성,10,11
20200903,NC,LG,5,6
20200903,KIA,롯데,4,3
20200904,SK,KT,2,10
20200904,KIA,롯데,6,3
20200904,키움,한화,1,7
20200904,SK,KT,5,7
20200904,두산,삼성,5,12
20200904,NC,LG,5,5
20200904,KIA,롯데,7,9
20200905,SK,두산,1,5
20200905,KT,키움,8,1
20200905,KIA,한화,5,4
20200906,SK,두산,0,10
20200906,NC,삼성,3,5
20200906,LG,롯데,7,1
20200906,KT,키움,8,7
20200906,KIA,한화,8,4
20200907,LG,롯데,6,12
20200908,키움,SK,16,15
20200908,롯데,NC,2,14
20200908,LG,KIA,2,3
20200908,KT,두산,0,8
20200908,한화,삼성,4,2
20200909,한화,삼성,4,4
20200909,키움,SK,13,4
20200909,롯데,NC,7,5
20200909,KT,두산,4,2
20200909,한화,삼성,7,0
20200910,키움,LG,1,6
20200910,삼성,롯데,8,13
20200910,SK,한화,5,1
20200910,두산,KIA,5,4
20200910,KT,NC,8,13
20200911,키움,LG,8,2
20200911,삼성,롯데,4,12
20200911,SK,한화,4,3
20200911,KT,NC,1,9
20200912,삼성,LG,5,1
20200912,두산,키움,0,2
20200912,롯데,SK,1,2
20200912,KIA,NC,11,3
20200912,한화,KT,2,5
20200913,삼성,LG,11,0
20200913,두산,키움,6,6
20200913,롯데,SK,1,3
20200913,KIA,NC,4,3
20200913,한화,KT,4,5
20200915,삼성,KT,7,0
20200915,SK,KIA,16,1
20200915,NC,두산,3,7
20200915,롯데,키움,8,5
20200915,LG,한화,5,6
20200916,삼성,KT,6,11
20200916,SK,KIA,7,6
20200916,NC,두산,5,3
20200916,롯데,키움,8,2
20200916,LG,한화,11,5
20200917,두산,KT,0,3
20200917,NC,SK,3,0
20200917,롯데,LG,1,9
20200917,KIA,삼성,12,2
20200917,한화,키움,2,5
20200918,두산,KT,4,5
20200918,NC,SK,9,5
20200918,롯데,LG,5,3
20200918,KIA,삼성,13,5
20200918,한화,키움,2,0
20200919,키움,삼성,8,7
20200919,NC,롯데,1,5
20200919,LG,두산,9,6
20200919,KT,SK,5,0
20200919,한화,KIA,0,8
20200920,키움,삼성,6,14
20200920,NC,롯데,7,2
20200920,LG,두산,5,6
20200920,KT,SK,10,2
20200920,한화,KIA,11,3
20200920,NC,롯데,6,2
20200922,키움,KIA,2,0
20200922,삼성,NC,2,3
20200922,SK,LG,2,7
20200922,두산,한화,1,5
20200922,KT,롯데,0,8
20200923,키움,KIA,13,1
20200923,삼성,NC,7,8
20200923,SK,LG,2,6
20200923,두산,한화,5,6
20200923,KT,롯데,10,5
20200924,삼성,두산,0,1
20200924,SK,키움,1,6
20200924,롯데,한화,4,7
20200924,LG,NC,8,12
20200924,KIA,KT,5,3
20200925,삼성,두산,4,3
20200925,SK,키움,8,6
20200925,롯데,한화,5,6
20200925,LG,NC,1,7
20200925,KIA,KT,3,7
20200926,키움,두산,0,4
20200926,SK,삼성,2,8
20200926,NC,한화,13,1
20200926,롯데,KIA,16,3
20200926,LG,KT,3,1
20200927,키움,두산,7,3
20200927,SK,삼성,12,1
20200927,NC,한화,5,4
20200927,롯데,KIA,1,2
20200927,LG,KT,4,5
20200927,키움,두산,1,6
20200929,SK,NC,0,3
20200929,두산,한화,7,3
20200929,롯데,LG,8,5
20200929,KT,삼성,4,1
20200929,KIA,키움,10,6
20200930,SK,NC,3,12
20200930,두산,한화,0,10
20200930,롯데,LG,3,5
20200930,KT,삼성,5,3
20200930,KIA,키움,3,2
20201001,SK,NC,2,10
20201001,두산,한화,4,12
20201001,롯데,LG,3,2
20201001,KT,삼성,6,7
20201001,KIA,키움,3,1
20201002,키움,SK,12,5
20201002,삼성,NC,8,2
20201002,LG,KT,2,5
20201002,KIA,두산,3,14
20201002,한화,롯데,1,4
20201003,키움,SK,3,9
20201003,삼성,NC,6,6
20201003,LG,KT,7,2
20201003,KIA,두산,2,7
20201003,한화,롯데,0,10
20201003,LG,KT,2,12
20201003,삼성,NC,2,12
20201004,키움,SK,0,6
20201004,삼성,NC,1,4
20201004,LG,KT,13,8
20201004,KIA,두산,1,7
20201004,한화,롯데,5,14
20201006,삼성,LG,3,2
20201006,두산,SK,9,4
20201006,NC,키움,1,2
20201006,KT,롯데,9,10
20201006,한화,KIA,3,2
20201007,한화,KIA,4,6
20201007,삼성,LG,1,3
20201007,두산,SK,4,5
20201007,NC,키움,4,3
20201007,KT,롯데,9,6
20201007,한화,KIA,5,0
20201008,삼성,LG,0,1
20201008,두산,SK,10,0
20201008,NC,키움,7,10
20201008,KT,롯데,6,5
20201008,한화,KIA,13,6
20201009,키움,한화,6,7
20201009,SK,KIA,3,5
20201009,두산,KT,4,0
20201009,NC,LG,0,4
20201009,롯데,삼성,3,7
20201010,NC,LG,0,5
20201010,키움,한화,3,0
20201010,SK,KIA,2,1
20201010,두산,KT,13,8
20201010,롯데,삼성,1,0
20201010,NC,LG,5,9
20201011,키움,한화,3,9
20201011,SK,KIA,9,5
20201011,두산,KT,4,5
20201011,NC,LG,3,7
20201011,롯데,삼성,4,8
20201013,키움,KT,3,7
20201013,SK,삼성,7,3
20201013,LG,롯데,2,17
20201013,KIA,NC,11,9
20201013,한화,두산,0,5
20201014,키움,KT,5,3
20201014,SK,삼성,1,2
20201014,LG,롯데,0,3
20201014,KIA,NC,3,8
20201014,한화,두산,1,2
20201015,키움,KT,4,0
20201015,SK,삼성,10,3
20201015,LG,롯데,6,2
20201015,KIA,NC,12,11
20201015,한화,두산,3,16
20201016,삼성,한화,6,2
20201016,두산,키움,4,7
20201016,롯데,NC,5,6
20201016,KT,SK,1,7
20201016,KIA,LG,0,9
20201017,삼성,한화,4,4
20201017,두산,키움,3,5
20201017,롯데,NC,3,4
20201017,KT,SK,6,4
20201017,KIA,LG,8,11
20201017,삼성,한화,4,2
20201018,삼성,한화,5,4
20201018,두산,키움,8,2
20201018,롯데,NC,9,2
20201018,KT,SK,7,5
20201018,KIA,LG,4,0
20201020,삼성,SK,12,2
20201020,두산,롯데,6,1
20201020,NC,KIA,13,3
20201020,LG,KT,7,6
20201021,삼성,KT,1,2
20201021,롯데,SK,3,11
20201022,롯데,SK,8,9
20201022,KT,두산,17,5
20201022,KIA,한화,10,4
20201023,키움,두산,6,2
20201023,NC,한화,6,11
20201023,롯데,SK,3,0
20201023,LG,KIA,8,4
20201024,삼성,KIA,11,7
20201024,롯데,두산,1,2
20201024,LG,NC,3,3
20201025,삼성,KIA,1,10
20201025,롯데,KT,5,10
20201027,삼성,NC,12,2
20201027,SK,롯데,0,1
20201027,KT,KIA,7,6
20201027,한화,두산,0,3
20201028,NC,롯데,7,1
20201028,KT,KIA,3,4
20201028,한화,LG,7,6
20201029,두산,KIA,9,2
20201029,NC,롯데,11,4
20201029,KT,한화,12,1
20201030,키움,두산,0,2
20201030,NC,삼성,4,4
20201030,LG,SK,2,3
20201030,KT,한화,3,4
20201030,KIA,롯데,2,13
20201031,NC,KIA,3,4
20201102,키움,LG,3,4
20201104,LG,두산,0,4
20201105,두산,LG,9,7
20201109,두산,KT,3,2
20201110,두산,KT,4,1
20201112,KT,두산,5,2
20201113,KT,두산,0,2
20201117,두산,NC,3,5
20201118,두산,NC,5,4
20201120,NC,두산,6,7
20201121,NC,두산,3,0
20201123,두산,NC,0,5
20201124,두산,NC,2,4
20210321,키움,롯데,1,6
20210321,SSG,NC,3,11
20210321,LG,한화,2,3
20210321,KT,두산,4,2
20210321,KIA,삼성,7,10
20210322,SSG,롯데,3,10
20210322,LG,KT,3,9
20210322,KIA,NC,7,0
20210322,한화,두산,12,5
20210322,키움,삼성,5,5
20210323,키움,삼성,3,3
20210323,SSG,롯데,2,3
20210323,LG,KT,4,4
20210323,KIA,NC,11,1
20210323,한화,두산,4,3
20210325,키움,NC,9,4
20210325,삼성,SSG,6,3
20210325,롯데,KIA,3,1
20210325,LG,두산,6,3
20210325,한화,KT,5,12
20210326,키움,NC,7,7
20210326,삼성,SSG,10,10
20210326,두산,LG,7,3
20210326,롯데,KIA,4,9
20210326,한화,KT,6,5
20210328,키움,KIA,3,1
20210328,삼성,LG,5,6
20210328,NC,KT,3,14
20210328,롯데,한화,0,2
20210329,SSG,LG,1,2
20210330,SSG,LG,3,2
20210330,키움,한화,2,9
20210330,두산,삼성,6,5
20210330,KT,KIA,6,3
20210330,NC,롯데,3,3
20210403,삼성,키움,1,6
20210404,삼성,키움,4,7
20210404,롯데,SSG,3,5
20210404,LG,NC,2,1
20210404,KIA,두산,1,4
20210404,한화,KT,2,3
20210406,삼성,두산,3,6
20210406,롯데,NC,10,5
20210406,LG,KT,3,2
20210406,KIA,키움,5,4
20210406,한화,SSG,1,2
20210407,삼성,두산,0,1
20210407,롯데,NC,6,10
20210407,LG,KT,3,7
20210407,KIA,키움,8,7
20210407,한화,SSG,17,0
20210408,삼성,두산,6,1
20210408,롯데,NC,8,4
20210408,LG,KT,7,3
20210408,KIA,키움,5,3
20210408,한화,SSG,4,6
20210409,키움,롯데,7,2
20210409,SSG,LG,5,9
20210409,두산,한화,0,7
20210409,NC,KIA,10,6
20210409,KT,삼성,5,7
20210410,SSG,LG,4,3
20210410,KT,삼성,6,7
20210410,키움,롯데,0,13
20210410,두산,한화,18,1
20210410,NC,KIA,9,2
20210411,키움,롯데,3,2
20210411,SSG,LG,0,1
20210411,두산,한화,2,3
20210411,NC,KIA,7,3
20210411,KT,삼성,2,4
20210413,NC,SSG,4,2
20210413,롯데,KIA,8,0
20210413,LG,키움,2,8
20210413,KT,두산,8,7
20210413,한화,삼성,3,4
20210414,NC,SSG,3,0
20210414,롯데,KIA,2,3
20210414,LG,키움,13,2
20210414,KT,두산,1,3
20210414,한화,삼성,6,2
20210415,NC,SSG,3,9
20210415,롯데,KIA,5,10
20210415,LG,키움,6,4
20210415,KT,두산,8,3
20210415,한화,삼성,0,4
20210416,키움,KT,4,8
20210416,삼성,롯데,3,9
20210416,두산,LG,0,1
20210416,KIA,SSG,11,6
20210416,한화,NC,1,9
20210417,KIA,SSG,3,4
20210417,키움,KT,5,8
20210417,삼성,롯데,12,0
20210417,두산,LG,3,1
20210417,한화,NC,4,14
20210418,키움,KT,2,10
20210418,삼성,롯데,7,0
20210418,두산,LG,9,1
20210418,KIA,SSG,2,4
20210418,한화,NC,11,3
20210420,키움,한화,3,7
20210420,SSG,삼성,10,7
20210420,두산,롯데,5,10
20210420,KT,NC,5,2
20210420,KIA,LG,6,3
20210421,키움,한화,3,4
20210421,SSG,삼성,4,14
20210421,두산,롯데,9,10
20210421,KT,NC,3,4
20210421,KIA,LG,3,7
20210422,키움,한화,8,3
20210422,SSG,삼성,11,6
20210422,두산,롯데,13,1
20210422,KT,NC,11,5
20210422,KIA,LG,3,2
20210423,삼성,KIA,1,4
20210423,SSG,키움,9,5
20210423,NC,두산,1,5
20210423,롯데,KT,10,5
20210423,LG,한화,2,1
20210424,SSG,키움,5,4
20210424,LG,한화,5,19
20210424,삼성,KIA,8,4
20210424,NC,두산,6,9
20210424,롯데,KT,4,2
20210425,삼성,KIA,3,2
20210425,SSG,키움,3,4
20210425,NC,두산,10,0
20210425,롯데,KT,5,6
20210425,LG,한화,8,0
20210427,두산,키움,4,5
20210427,NC,삼성,0,9
20210427,롯데,LG,0,4
20210427,KT,SSG,14,5
20210427,한화,KIA,3,4
20210428,두산,키움,4,5
20210428,NC,삼성,3,4
20210428,롯데,LG,3,0
20210428,KT,SSG,2,4
20210428,한화,KIA,0,4
20210429,두산,키움,15,4
20210429,NC,삼성,9,0
20210429,롯데,LG,2,3
20210429,KT,SSG,6,1
20210429,한화,KIA,2,3
20210430,SSG,두산,4,9
20210430,LG,삼성,0,4
20210430,KIA,KT,3,15
20210430,한화,롯데,11,7
20210430,키움,NC,4,3
20210501,키움,NC,13,9
20210501,SSG,두산,5,2
20210501,LG,삼성,2,8
20210501,KIA,KT,0,3
20210501,한화,롯데,11,3
20210502,키움,NC,0,5
20210502,SSG,두산,5,8
20210502,LG,삼성,4,6
20210502,KIA,KT,2,9
20210502,한화,롯데,5,4
20210505,삼성,한화,4,1
20210505,SSG,NC,13,12
20210505,LG,두산,7,4
20210505,KT,키움,0,14
20210505,KIA,롯데,8,5
20210506,삼성,한화,5,6
20210506,SSG,NC,1,7
20210506,LG,두산,7,2
20210506,KT,키움,4,6
20210506,KIA,롯데,9,17
20210507,롯데,삼성,1,4
20210508,키움,SSG,9,2
20210508,두산,KIA,11,5
20210508,NC,KT,5,4
20210508,롯데,삼성,9,8
20210508,한화,LG,2,11
20210509,키움,SSG,1,4
20210509,두산,KIA,5,3
20210509,NC,KT,16,11
20210509,롯데,삼성,6,8
20210509,한화,LG,1,11
20210509,키움,SSG,3,4
20210509,한화,LG,5,4
20210509,두산,KIA,9,0
20210509,NC,KT,5,9
20210511,키움,두산,2,3
20210511,삼성,KT,6,9
20210511,SSG,롯데,7,6
20210511,NC,한화,7,2
20210511,LG,KIA,1,7
20210512,키움,두산,3,0
20210512,삼성,KT,7,5
20210512,SSG,롯데,9,2
20210512,NC,한화,6,3
20210512,LG,KIA,3,5
20210513,키움,두산,14,13
20210513,삼성,KT,4,0
20210513,SSG,롯데,4,5
20210513,NC,한화,4,2
20210513,LG,KIA,8,3
20210514,삼성,LG,3,4
20210514,두산,SSG,6,3
20210514,KT,롯데,9,1
20210514,한화,키움,6,1
20210514,KIA,NC,2,5
20210515,KIA,NC,3,7
20210515,한화,키움,1,15
20210515,삼성,LG,4,14
20210515,KT,롯데,5,4
20210516,한화,키움,1,5
20210517,삼성,LG,3,1
20210517,두산,SSG,8,3
20210518,키움,삼성,15,3
20210518,SSG,KIA,7,5
20210518,두산,KT,0,1
20210518,NC,LG,0,1
20210518,롯데,한화,4,3
20210519,키움,삼성,9,2
20210519,SSG,KIA,11,5
20210519,두산,KT,5,6
20210519,NC,LG,5,6
20210519,롯데,한화,2,12
20210520,NC,LG,11,1
20210521,NC,키움,0,2
20210521,롯데,두산,9,1
20210521,LG,SSG,5,6
20210521,KT,한화,0,4
20210521,KIA,삼성,3,5
20210522,NC,키움,6,13
20210522,롯데,두산,3,4
20210522,LG,SSG,3,8
20210522,KT,한화,0,5
20210522,KIA,삼성,9,4
20210523,NC,키움,4,7
20210523,롯데,두산,0,4
20210523,LG,SSG,0,8
20210523,KT,한화,8,1
20210523,KIA,삼성,5,7
20210526,키움,KIA,2,3
20210526,삼성,NC,7,1
20210526,SSG,KT,9,5
20210526,LG,롯데,5,3
20210526,한화,두산,3,9
20210527,키움,KIA,4,5
20210527,삼성,NC,3,6
20210527,SSG,KT,5,6
20210527,LG,롯데,8,1
20210527,한화,두산,3,0
20210528,키움,LG,1,3
20210528,SSG,한화,12,3
20210528,두산,삼성,9,4
20210528,KT,KIA,6,7
20210529,NC,롯데,10,10
20210529,키움,LG,7,2
20210529,SSG,한화,6,2
20210529,두산,삼성,4,16
20210529,KT,KIA,7,5
20210529,NC,롯데,6,2
20210530,키움,LG,2,8
20210530,SSG,한화,5,1
20210530,두산,삼성,4,2
20210530,NC,롯데,5,4
20210530,KT,KIA,4,3
20210601,삼성,SSG,0,1
20210601,두산,NC,4,3
20210601,롯데,키움,3,0
20210601,KT,LG,8,1
20210601,KIA,한화,1,9
20210602,삼성,SSG,8,7
20210602,두산,NC,5,9
20210602,롯데,키움,4,2
20210602,KT,LG,5,6
20210602,KIA,한화,5,3
20210603,롯데,키움,4,9
20210604,삼성,키움,6,3
20210604,SSG,두산,2,3
20210604,롯데,KT,15,0
20210604,LG,KIA,3,4
20210604,한화,NC,3,6
20210605,삼성,키움,2,6
20210605,SSG,두산,5,8
20210605,롯데,KT,1,8
20210605,LG,KIA,8,2
20210605,한화,NC,1,6
20210606,삼성,키움,3,1
20210606,SSG,두산,4,1
20210606,롯데,KT,8,7
20210606,LG,KIA,10,0
20210606,한화,NC,13,10
20210608,키움,한화,2,4
20210608,두산,롯데,9,18
20210608,NC,LG,1,2
20210608,KT,SSG,4,2
20210608,KIA,삼성,0,7
20210609,키움,한화,6,2
20210609,두산,롯데,14,8
20210609,NC,LG,3,6
20210609,KT,SSG,7,3
20210609,KIA,삼성,7,5
20210610,키움,한화,0,1
20210610,두산,롯데,4,5
20210610,NC,LG,6,0
20210610,KIA,삼성,2,4
20210611,키움,SSG,6,8
20210611,두산,LG,1,3
20210611,NC,삼성,5,4
20210611,한화,KT,5,6
20210612,키움,SSG,4,5
20210612,두산,LG,8,3
20210612,NC,삼성,1,4
20210612,한화,KT,2,7
20210613,KIA,롯데,6,8
20210613,키움,SSG,7,3
20210613,두산,LG,0,2
20210613,NC,삼성,3,5
20210613,한화,KT,3,6
20210613,KIA,롯데,6,3
20210615,삼성,두산,8,6
20210615,롯데,한화,2,3
20210615,LG,키움,4,2
20210616,SSG,KIA,10,1
20210616,롯데,한화,4,9
20210616,삼성,두산,5,3
20210616,LG,키움,3,6
20210616,KT,NC,7,3
20210616,SSG,KIA,0,2
20210616,롯데,한화,3,4
20210617,삼성,두산,2,6
20210617,SSG,KIA,6,3
20210617,롯데,한화,9,2
20210617,LG,키움,6,5
20210617,KT,NC,1,9
20210618,삼성,롯데,4,7
20210618,SSG,한화,3,4
20210618,두산,KT,11,3
20210618,KIA,LG,0,5
20210618,키움,NC,0,5
20210619,두산,KT,9,3
20210619,키움,NC,12,7
20210619,삼성,롯데,9,1
20210619,SSG,한화,7,5
20210619,KIA,LG,2,7
20210619,두산,KT,3,4
20210620,키움,NC,8,4
20210620,삼성,롯데,7,8
20210620,SSG,한화,4,3
20210620,두산,KT,1,4
20210620,KIA,LG,0,6
20210622,키움,두산,3,10
20210622,NC,롯데,5,2
20210622,LG,SSG,14,1
20210622,KIA,KT,3,6
20210622,한화,삼성,0,9
20210623,키움,두산,4,3
20210623,NC,롯데,7,13
20210623,LG,SSG,4,7
20210623,KIA,KT,2,1
20210623,한화,삼성,0,3
20210624,키움,두산,2,1
20210624,NC,롯데,6,4
