경기날짜,팀1이름,팀2이름,팀1점수,팀2점수
20110604,삼성,두산,11,4
20110604,KIA,SK,3,2
20110605,키움,한화,2,4
20110605,삼성,두산,8,3
20110605,LG,롯데,5,11
20110605,KIA,SK,2,1
20110607,SK,키움,6,1
20110607,두산,KIA,2,5
20110607,롯데,삼성,1,9
20110607,한화,LG,0,4
20110608,SK,키움,4,1
20110608,두산,KIA,2,6
20110608,롯데,삼성,4,12
20110608,한화,LG,5,6
20110609,SK,키움,9,10
20110609,두산,KIA,2,3
20110609,롯데,삼성,13,7
20110609,한화,LG,4,1
20110610,삼성,키움,2,1
20110610,SK,두산,5,8
20110610,LG,KIA,7,6
20110610,한화,롯데,6,7
20110611,삼성,키움,6,3
20110611,SK,두산,7,1
20110611,LG,KIA,14,8
20110611,한화,롯데,9,3
20110612,삼성,키움,5,3
20110612,SK,두산,6,0
20110612,LG,KIA,1,8
20110612,한화,롯데,2,17
20110614,키움,두산,3,5
20110614,롯데,SK,5,8
20110614,LG,삼성,3,7
20110614,KIA,한화,3,12
20110615,키움,두산,4,13
20110615,롯데,SK,1,4
20110615,LG,삼성,3,9
20110615,KIA,한화,6,5
20110616,키움,두산,10,5
20110616,롯데,SK,7,2
20110616,LG,삼성,4,6
20110616,KIA,한화,1,7
20110617,삼성,KIA,1,17
20110617,SK,LG,6,4
20110617,두산,한화,8,11
20110617,롯데,키움,1,8
20110618,삼성,KIA,4,9
20110618,SK,LG,5,8
20110618,두산,한화,13,3
20110618,롯데,키움,3,7
20110619,삼성,KIA,4,3
20110619,SK,LG,6,2
20110619,두산,한화,1,2
20110619,롯데,키움,10,4
20110621,키움,LG,3,7
20110621,SK,KIA,7,3
20110621,두산,롯데,6,3
20110621,한화,삼성,2,5
20110622,한화,삼성,5,19
20110623,SK,KIA,2,8
20110623,두산,롯데,9,5
20110623,한화,삼성,2,8
20110624,키움,삼성,9,5
20110628,삼성,LG,4,3
20110628,두산,키움,6,5
20110628,KIA,롯데,7,2
20110628,한화,SK,5,1
20110629,KIA,롯데,7,2
20110630,KIA,롯데,0,4
20110630,한화,SK,9,6
20110701,SK,키움,5,6
20110701,두산,LG,6,0
20110701,롯데,삼성,4,5
20110701,한화,KIA,4,12
20110702,SK,키움,3,5
20110702,두산,LG,4,3
20110702,롯데,삼성,8,4
20110702,한화,KIA,11,7
20110703,한화,KIA,1,5
20110705,키움,KIA,1,3
20110705,삼성,SK,6,5
20110705,롯데,두산,6,2
20110705,LG,한화,1,2
20110706,키움,KIA,1,2
20110706,삼성,SK,9,5
20110706,롯데,두산,4,1
20110706,LG,한화,10,7
20110707,키움,KIA,5,7
20110707,LG,한화,4,1
20110708,두산,삼성,2,1
20110708,롯데,SK,2,10
20110708,KIA,LG,1,0
20110709,키움,한화,5,7
20110709,롯데,SK,1,2
20110709,KIA,LG,3,4
20110710,KIA,LG,6,2
20110712,삼성,키움,7,4
20110712,SK,LG,0,2
20110712,한화,롯데,3,11
20110713,두산,KIA,4,5
20110714,두산,KIA,11,2
20110714,한화,롯데,3,4
20110715,LG,롯데,6,10
20110715,KIA,삼성,4,0
20110716,LG,롯데,4,5
20110716,KIA,삼성,3,4
20110717,키움,두산,3,2
20110717,LG,롯데,4,0
20110717,KIA,삼성,4,2
20110717,한화,SK,5,0
20110719,SK,삼성,2,3
20110719,롯데,두산,5,3
20110719,LG,키움,1,2
20110719,KIA,한화,6,7
20110720,SK,삼성,10,4
20110720,롯데,두산,13,5
20110720,LG,키움,3,4
20110720,KIA,한화,5,3
20110721,SK,삼성,2,1
20110721,롯데,두산,4,6
20110721,LG,키움,7,11
20110721,KIA,한화,4,2
20110723,드림,나눔,0,0
20110726,삼성,KIA,5,2
20110726,SK,롯데,11,2
20110727,삼성,KIA,5,1
20110728,삼성,KIA,7,3
20110728,SK,롯데,4,6
20110729,키움,KIA,5,10
20110729,삼성,LG,4,2
20110729,SK,한화,8,4
20110729,두산,롯데,1,4
20110730,키움,KIA,0,2
20110730,삼성,LG,5,10
20110730,SK,한화,2,7
20110730,두산,롯데,6,8
20110731,키움,KIA,9,4
20110731,SK,한화,5,2
20110731,두산,롯데,7,8
20110802,키움,삼성,3,5
20110802,롯데,한화,9,3
20110802,LG,SK,5,4
20110802,KIA,두산,8,3
20110803,키움,삼성,2,3
20110803,LG,SK,4,5
20110803,KIA,두산,4,5
20110804,키움,삼성,0,2
20110804,롯데,한화,9,1
20110804,LG,SK,1,9
20110804,KIA,두산,2,1
20110805,삼성,롯데,2,0
20110805,두산,키움,5,8
20110805,KIA,SK,2,4
20110805,한화,LG,0,8
20110806,삼성,롯데,4,11
20110806,두산,키움,9,5
20110806,KIA,SK,0,3
20110806,한화,LG,5,2
20110807,삼성,롯데,3,1
20110807,두산,키움,0,3
20110807,KIA,SK,6,1
20110807,한화,LG,11,4
20110809,키움,롯데,3,1
20110809,SK,두산,1,2
20110809,LG,KIA,0,2
20110810,키움,롯데,3,4
20110810,SK,두산,11,5
20110810,LG,KIA,13,4
20110810,한화,삼성,2,4
20110811,키움,롯데,3,5
20110811,SK,두산,1,3
20110811,LG,KIA,2,3
20110811,한화,삼성,4,2
20110812,KIA,삼성,3,7
20110813,키움,SK,3,4
20110813,두산,한화,8,4
20110813,롯데,LG,4,6
20110813,KIA,삼성,11,4
20110814,키움,SK,0,11
20110814,두산,한화,2,8
20110814,롯데,LG,4,1
20110814,KIA,삼성,2,6
20110816,롯데,KIA,7,2
20110817,삼성,SK,9,0
20110817,롯데,KIA,9,3
20110818,삼성,SK,2,0
20110818,롯데,KIA,4,1
20110818,LG,두산,3,5
20110818,한화,키움,0,3
20110819,KIA,키움,4,5
20110819,한화,두산,5,3
20110820,SK,롯데,5,2
20110820,LG,삼성,9,3
20110820,KIA,키움,2,3
20110820,한화,두산,9,18
20110821,SK,롯데,1,9
20110821,LG,삼성,1,0
20110821,KIA,키움,9,5
20110821,한화,두산,5,1
20110823,키움,LG,6,5
20110823,삼성,한화,1,3
20110823,두산,SK,8,2
20110823,KIA,롯데,9,13
20110824,키움,LG,4,2
20110824,삼성,한화,4,5
20110824,두산,SK,4,5
20110824,KIA,롯데,4,12
20110825,키움,LG,8,4
20110825,삼성,한화,9,3
20110825,두산,SK,4,10
20110825,KIA,롯데,0,6
20110826,삼성,두산,3,2
20110826,SK,KIA,2,3
20110826,롯데,키움,2,1
20110826,LG,한화,1,1
20110827,삼성,두산,2,1
20110827,SK,KIA,1,7
20110827,롯데,키움,2,6
20110827,LG,한화,7,4
20110828,삼성,두산,2,7
20110828,SK,KIA,2,3
20110828,롯데,키움,6,3
20110828,LG,한화,5,1
20110830,키움,KIA,8,7
20110830,삼성,롯데,13,3
20110830,LG,SK,4,3
20110830,한화,두산,5,12
20110831,키움,두산,4,2
20110831,삼성,롯데,2,8
20110831,LG,SK,3,0
20110901,키움,두산,3,6
20110901,LG,SK,6,7
20110901,KIA,롯데,1,2
20110902,키움,한화,0,1
20110902,롯데,LG,6,2
20110903,키움,한화,3,4
20110903,두산,SK,9,7
20110903,롯데,LG,7,1
20110904,키움,한화,2,5
20110904,두산,SK,1,0
20110904,롯데,LG,1,3
20110906,SK,키움,4,4
20110906,두산,LG,3,1
20110906,한화,삼성,6,0
20110907,SK,키움,1,0
20110907,두산,LG,5,2
20110907,한화,삼성,1,4
20110908,삼성,KIA,7,3
20110908,두산,LG,2,4
20110908,롯데,SK,2,2
20110908,한화,키움,4,1
20110909,롯데,SK,9,10
20110909,KIA,두산,3,6
20110909,한화,키움,1,7
20110910,키움,롯데,6,7
20110910,LG,삼성,4,5
20110910,KIA,두산,3,6
20110910,한화,SK,4,2
20110911,키움,롯데,2,2
20110911,LG,삼성,7,9
20110911,KIA,두산,6,3
20110911,한화,SK,3,4
20110913,키움,SK,3,6
20110913,두산,LG,3,2
20110913,롯데,삼성,5,0
20110913,KIA,한화,6,5
20110914,키움,SK,7,8
20110914,두산,LG,7,12
20110914,롯데,삼성,5,8
20110914,KIA,한화,7,18
20110915,SK,LG,11,2
20110915,두산,키움,3,7
20110915,롯데,한화,12,7
20110916,SK,LG,5,4
20110916,두산,키움,4,5
20110916,롯데,한화,10,12
20110917,삼성,키움,11,4
20110917,롯데,두산,2,10
20110917,한화,SK,8,2
20110918,삼성,키움,2,4
20110918,롯데,두산,6,3
20110918,LG,KIA,3,7
20110918,한화,SK,5,13
20110920,키움,LG,0,2
20110920,SK,롯데,4,5
20110920,두산,삼성,5,6
20110921,키움,LG,3,7
20110921,SK,롯데,6,2
20110921,두산,삼성,5,3
20110922,키움,LG,6,2
20110922,SK,롯데,2,12
20110922,두산,한화,1,8
20110922,KIA,삼성,2,5
20110923,키움,삼성,0,10
20110923,두산,한화,7,6
20110924,키움,삼성,0,2
20110924,SK,LG,7,6
20110924,두산,KIA,4,9
20110924,롯데,한화,6,1
20110925,키움,삼성,0,7
20110925,SK,LG,3,4
20110925,두산,KIA,7,2
20110925,롯데,한화,3,4
20110927,키움,SK,2,10
20110927,삼성,두산,5,3
20110928,키움,SK,5,0
20110928,삼성,두산,5,2
20110928,LG,한화,2,4
20110929,삼성,SK,3,3
20110929,LG,키움,0,5
20110929,KIA,두산,8,1
20110930,삼성,SK,0,2
20110930,두산,롯데,3,6
20110930,한화,키움,0,3
20111001,삼성,SK,6,4
20111001,LG,두산,1,9
20111001,한화,키움,11,9
20111002,LG,두산,1,11
20111002,한화,키움,6,4
20111003,SK,삼성,4,3
20111003,LG,두산,4,7
20111004,삼성,LG,2,7
20111004,SK,KIA,0,4
20111004,한화,롯데,2,20
20111005,삼성,LG,2,2
20111005,SK,KIA,3,0
20111005,두산,키움,8,2
20111005,한화,롯데,3,6
20111006,삼성,LG,8,3
20111006,SK,KIA,6,5
20111006,두산,키움,4,0
20111006,한화,롯데,3,5
20111008,KIA,SK,5,1
20111009,KIA,SK,2,3
20111011,SK,KIA,0,0
20111012,SK,KIA,8,0
20111016,SK,롯데,7,6
20111017,SK,롯데,1,4
20111019,롯데,SK,0,3
20111020,롯데,SK,2,0
20111023,SK,롯데,8,4
20111025,SK,삼성,0,2
20111026,SK,삼성,1,2
20111028,삼성,SK,1,2
20111029,삼성,SK,8,4
20111031,SK,삼성,0,1
20120407,KIA,SK,2,6
20120407,한화,롯데,1,4
20120407,넥센,두산,6,2
20120407,LG,삼성,6,3
20120408,넥센,두산,11,13
20120408,LG,삼성,3,2
20120408,KIA,SK,1,4
20120408,한화,롯데,5,10
20120411,삼성,KIA,0,1
20120411,SK,넥센,5,1
20120411,두산,한화,6,0
20120411,롯데,LG,8,3
20120412,삼성,KIA,10,2
20120412,SK,넥센,2,4
20120412,두산,한화,2,8
20120412,롯데,LG,0,4
20120413,넥센,삼성,0,2
20120413,두산,롯데,6,1
20120413,KIA,LG,8,6
20120413,한화,SK,0,1
20120414,넥센,삼성,1,4
20120414,두산,롯데,3,3
20120414,KIA,LG,9,7
20120414,한화,SK,0,1
20120415,넥센,삼성,10,7
20120415,두산,롯데,0,5
20120415,KIA,LG,3,5
20120415,한화,SK,6,11
20120417,삼성,두산,1,9
20120417,SK,롯데,2,3
20120417,LG,한화,6,7
20120417,KIA,넥센,2,1
20120418,삼성,두산,3,4
20120418,SK,롯데,8,2
20120418,LG,한화,6,1
20120418,KIA,넥센,1,6
20120419,삼성,두산,2,7
20120419,SK,롯데,3,6
20120419,LG,한화,2,1
20120419,KIA,넥센,4,1
20120420,삼성,한화,9,4
20120420,SK,LG,1,4
20120420,두산,넥센,4,7
20120420,롯데,KIA,11,7
20120422,삼성,한화,8,4
20120424,넥센,LG,7,3
20120424,두산,SK,2,1
20120424,롯데,삼성,6,2
20120424,한화,KIA,16,8
20120426,넥센,LG,9,7
20120426,두산,SK,4,2
20120426,롯데,삼성,3,6
20120426,한화,KIA,8,0
20120427,넥센,한화,11,4
20120427,삼성,SK,4,7
20120427,LG,롯데,20,8
20120427,KIA,두산,0,2
20120428,넥센,한화,7,5
20120428,삼성,SK,5,8
20120428,LG,롯데,3,5
20120428,KIA,두산,9,8
20120429,넥센,한화,3,6
20120429,삼성,SK,9,4
20120429,LG,롯데,0,5
20120429,KIA,두산,3,4
20120501,롯데,넥센,11,1
20120501,한화,LG,2,4
20120502,두산,삼성,5,3
20120502,롯데,넥센,4,6
20120502,한화,LG,2,6
20120503,SK,KIA,6,6
20120503,두산,삼성,0,10
20120503,롯데,넥센,4,2
20120503,한화,LG,4,1
20120504,넥센,KIA,3,3
20120504,두산,LG,6,3
20120504,롯데,SK,3,5
20120504,한화,삼성,7,1
20120505,롯데,SK,3,1
20120505,넥센,KIA,2,3
20120505,두산,LG,3,5
20120505,한화,삼성,0,5
20120506,넥센,KIA,8,10
20120506,두산,LG,3,5
20120506,롯데,SK,3,5
20120506,한화,삼성,7,3
20120508,삼성,롯데,2,1
20120508,SK,두산,2,1
20120508,LG,넥센,8,2
20120508,KIA,한화,2,3
20120509,삼성,롯데,3,0
20120509,SK,두산,9,5
20120509,LG,넥센,6,11
20120509,KIA,한화,8,1
20120510,삼성,롯데,2,2
20120510,SK,두산,8,9
20120510,LG,넥센,1,2
20120510,KIA,한화,4,1
20120511,넥센,SK,7,4
20120511,삼성,LG,8,4
20120511,두산,KIA,0,1
20120511,롯데,한화,9,15
20120512,넥센,SK,2,3
20120512,삼성,LG,1,2
20120512,두산,KIA,8,7
20120512,롯데,한화,6,4
20120513,넥센,SK,1,2
20120513,삼성,LG,3,2
20120513,두산,KIA,5,2
20120513,롯데,한화,1,7
20120515,넥센,롯데,9,2
20120515,LG,SK,6,4
20120515,KIA,삼성,3,8
20120515,한화,두산,8,11
20120516,넥센,롯데,8,0
20120516,LG,SK,5,9
20120516,KIA,삼성,7,5
20120516,한화,두산,6,4
20120517,LG,SK,1,0
20120517,넥센,롯데,9,1
20120517,KIA,삼성,4,8
20120517,한화,두산,5,1
20120518,삼성,넥센,6,7
20120518,SK,한화,9,3
20120518,LG,두산,3,2
20120518,KIA,롯데,4,5
20120519,삼성,넥센,3,10
20120519,SK,한화,10,4
20120519,LG,두산,4,0
20120519,KIA,롯데,1,6
20120520,삼성,넥센,3,5
20120520,SK,한화,13,10
20120520,LG,두산,7,5
20120520,KIA,롯데,4,6
20120522,넥센,LG,2,1
20120522,두산,SK,4,2
20120522,롯데,삼성,1,5
20120522,한화,KIA,3,4
20120523,넥센,LG,10,7
20120523,두산,SK,5,2
20120523,롯데,삼성,4,3
20120523,한화,KIA,1,4
20120524,롯데,삼성,2,7
20120524,넥센,LG,3,5
20120524,두산,SK,11,2
20120524,한화,KIA,3,12
20120525,SK,삼성,1,7
20120525,롯데,두산,8,4
20120525,LG,KIA,2,5
20120525,한화,넥센,5,4
20120526,SK,삼성,4,3
20120526,롯데,두산,6,1
20120526,LG,KIA,5,6
20120526,한화,넥센,3,1
20120527,SK,삼성,4,2
20120527,롯데,두산,7,1
20120527,LG,KIA,3,7
20120527,한화,넥센,4,3
20120529,삼성,한화,10,2
20120529,SK,넥센,2,3
20120529,LG,롯데,5,3
20120529,KIA,두산,1,4
20120530,삼성,한화,3,0
20120530,SK,넥센,7,3
20120530,LG,롯데,2,3
20120530,KIA,두산,2,4
20120531,삼성,한화,3,2
20120531,SK,넥센,5,9
20120531,LG,롯데,3,1
20120531,KIA,두산,4,2
20120601,넥센,롯데,3,7
20120601,두산,삼성,2,1
20120601,KIA,SK,0,1
20120601,한화,LG,9,2
20120602,넥센,롯데,0,8
20120602,두산,삼성,8,12
20120602,KIA,SK,0,1
20120602,한화,LG,5,8
20120603,넥센,롯데,4,3
20120603,두산,삼성,4,0
20120603,KIA,SK,11,2
20120603,한화,LG,7,7
20120605,삼성,KIA,6,2
20120605,SK,두산,7,3
20120605,롯데,한화,2,8
20120605,LG,넥센,2,0
20120606,SK,두산,1,2
20120606,롯데,한화,2,3
20120606,삼성,KIA,12,3
20120606,LG,넥센,3,5
20120607,삼성,KIA,4,5
20120607,SK,두산,2,1
20120607,롯데,한화,9,7
20120607,LG,넥센,4,3
20120608,삼성,SK,1,5
20120609,넥센,한화,4,3
20120609,삼성,SK,5,4
20120609,두산,LG,2,6
20120609,KIA,롯데,4,3
20120610,넥센,한화,1,8
20120610,삼성,SK,3,11
20120610,두산,LG,4,14
20120610,KIA,롯데,3,6
20120612,SK,LG,8,5
20120612,두산,롯데,3,4
20120612,KIA,넥센,0,13
20120612,한화,삼성,3,9
20120613,SK,LG,6,10
20120613,두산,롯데,7,1
20120613,KIA,넥센,5,6
20120613,한화,삼성,1,7
20120614,SK,LG,2,0
20120614,두산,롯데,8,7
20120614,KIA,넥센,9,6
20120614,한화,삼성,1,12
20120615,삼성,두산,1,4
20120615,롯데,넥센,2,2
20120615,LG,KIA,3,3
20120615,한화,SK,2,4
20120616,삼성,두산,8,6
20120616,롯데,넥센,5,4
20120616,LG,KIA,5,1
20120616,한화,SK,1,3
20120617,삼성,두산,2,8
20120617,롯데,넥센,3,4
20120617,LG,KIA,0,6
20120617,한화,SK,5,2
20120619,넥센,두산,3,4
20120619,롯데,SK,5,1
20120619,LG,한화,1,3
20120619,KIA,삼성,1,7
20120620,넥센,두산,3,2
20120620,롯데,SK,1,3
20120620,LG,한화,1,4
20120620,KIA,삼성,0,0
20120621,넥센,두산,0,3
20120621,롯데,SK,7,2
20120621,LG,한화,11,2
20120621,KIA,삼성,2,7
20120622,삼성,넥센,1,0
20120622,SK,KIA,6,4
20120622,두산,한화,4,5
20120622,롯데,LG,6,5
20120623,삼성,넥센,8,5
20120623,SK,KIA,7,9
20120623,두산,한화,0,6
20120623,롯데,LG,6,4
20120624,삼성,넥센,5,6
20120624,SK,KIA,1,2
20120624,두산,한화,8,7
20120624,롯데,LG,7,1
20120626,SK,삼성,4,8
20120626,두산,넥센,3,13
20120626,KIA,LG,10,4
20120626,한화,롯데,0,3
20120627,SK,삼성,6,1
20120627,두산,넥센,1,4
20120627,KIA,LG,6,4
20120627,한화,롯데,2,9
20120628,SK,삼성,0,6
20120628,두산,넥센,6,4
20120628,KIA,LG,13,8
20120628,한화,롯데,2,5
20120629,넥센,삼성,1,5
20120629,롯데,두산,1,6
20120629,KIA,한화,11,2
20120630,롯데,두산,1,5
20120630,LG,SK,8,1
20120701,넥센,삼성,1,3
20120701,롯데,두산,2,7
20120701,LG,SK,5,2
20120701,KIA,한화,2,1
20120703,삼성,LG,9,4
20120703,SK,롯데,4,6
20120703,두산,KIA,5,4
20120703,한화,넥센,2,4
20120704,삼성,LG,4,1
20120704,SK,롯데,3,5
20120704,두산,KIA,0,1
20120704,한화,넥센,5,10
20120707,삼성,롯데,0,7
20120707,SK,한화,2,4
20120707,두산,LG,3,2
20120707,KIA,넥센,2,9
20120708,삼성,롯데,7,2
20120708,SK,한화,0,5
20120708,두산,LG,9,3
20120708,KIA,넥센,2,1
20120710,LG,삼성,2,3
20120710,한화,두산,3,4
20120711,넥센,SK,7,2
20120711,한화,두산,8,4
20120712,넥센,SK,2,10
20120712,롯데,KIA,1,5
20120712,LG,삼성,5,6
20120712,한화,두산,2,9
20120713,넥센,LG,10,2
20120713,두산,SK,0,3
20120713,한화,롯데,1,1
20120714,두산,SK,7,8
20120715,KIA,삼성,8,11
20120717,SK,LG,1,3
20120717,두산,KIA,4,2
20120717,롯데,넥센,3,6
20120718,삼성,한화,11,1
20120718,SK,LG,2,6
20120718,두산,KIA,4,7
20120718,롯데,넥센,5,0
20120719,삼성,한화,6,5
20120719,SK,LG,8,2
20120719,두산,KIA,0,6
20120719,롯데,넥센,3,5
20120721,웨스턴,이스턴,2,5
20120724,넥센,KIA,5,1
20120724,SK,삼성,7,6
20120724,롯데,한화,3,4
20120724,LG,두산,11,13
20120725,넥센,KIA,1,3
20120725,SK,삼성,6,9
20120725,롯데,한화,1,10
20120725,LG,두산,3,7
20120726,넥센,KIA,1,9
20120726,SK,삼성,1,8
20120726,롯데,한화,9,2
20120726,LG,두산,3,1
20120727,삼성,넥센,5,4
20120727,롯데,두산,1,2
20120727,LG,SK,6,1
20120727,한화,KIA,4,1
20120728,삼성,넥센,6,1
20120728,롯데,두산,0,2
20120728,LG,SK,0,1
20120728,한화,KIA,3,1
20120729,삼성,넥센,4,3
20120729,롯데,두산,4,2
20120729,LG,SK,5,5
20120729,한화,KIA,7,1
20120731,넥센,SK,7,5
20120731,두산,삼성,2,1
20120731,KIA,롯데,4,5
20120731,한화,LG,3,5
20120801,넥센,SK,4,11
20120801,두산,삼성,9,1
20120801,KIA,롯데,13,4
20120801,한화,LG,5,2
20120802,넥센,SK,4,8
20120802,두산,삼성,3,0
20120802,KIA,롯데,4,3
20120802,한화,LG,5,0
20120803,삼성,롯데,3,4
20120803,SK,한화,8,9
20120803,LG,넥센,8,2
20120803,KIA,두산,4,5
20120804,삼성,롯데,6,1
20120804,SK,한화,6,1
20120804,LG,넥센,1,3
20120804,KIA,두산,7,3
20120805,삼성,롯데,0,1
20120805,SK,한화,2,1
20120805,LG,넥센,3,7
20120805,KIA,두산,6,4
20120807,넥센,KIA,3,4
20120807,삼성,SK,1,2
20120807,두산,한화,10,5
20120807,롯데,LG,5,6
20120808,넥센,KIA,0,2
20120808,삼성,SK,8,5
20120808,두산,한화,3,1
20120808,롯데,LG,6,5
20120809,넥센,KIA,0,5
20120809,삼성,SK,3,4
20120809,두산,한화,8,6
20120809,롯데,LG,6,1
20120810,SK,두산,7,2
20120810,LG,삼성,5,0
20120810,한화,넥센,4,2
20120811,SK,두산,2,5
20120811,롯데,KIA,3,1
20120811,LG,삼성,1,7
20120811,한화,넥센,0,4
20120812,롯데,KIA,4,2
20120812,LG,삼성,6,7
20120814,SK,롯데,2,5
20120814,한화,삼성,3,6
20120815,SK,롯데,3,2
20120815,한화,삼성,2,1
20120816,SK,롯데,6,5
20120816,두산,넥센,1,7
20120816,KIA,LG,3,10
20120817,넥센,롯데,2,0
20120817,삼성,두산,2,0
20120817,LG,한화,3,2
20120817,KIA,SK,2,7
20120818,넥센,롯데,4,5
20120818,삼성,두산,3,1
20120818,LG,한화,5,0
20120818,KIA,SK,1,2
20120819,넥센,롯데,1,4
20120819,삼성,두산,11,3
20120819,LG,한화,4,5
20120819,KIA,SK,0,3
20120821,롯데,삼성,5,3
20120821,LG,KIA,8,2
20120822,넥센,두산,3,1
20120822,LG,KIA,4,5
20120822,한화,SK,5,6
20120823,넥센,두산,2,3
20120823,LG,KIA,2,3
20120823,한화,SK,2,5
20120824,삼성,LG,6,3
20120824,SK,넥센,1,2
20120824,두산,롯데,1,0
20120825,삼성,LG,6,5
20120825,SK,넥센,8,6
20120825,두산,롯데,1,2
20120825,KIA,한화,16,4
20120826,삼성,LG,11,2
20120826,SK,넥센,1,3
20120826,두산,롯데,2,3
20120826,KIA,한화,6,0
20120829,넥센,한화,6,7
20120829,삼성,KIA,4,0
20120829,롯데,SK,10,1
20120829,LG,두산,3,0
20120831,넥센,삼성,5,3
20120831,LG,롯데,0,0
20120831,한화,KIA,3,0
20120901,넥센,삼성,5,10
20120901,두산,SK,4,4
20120901,LG,롯데,7,3
20120901,한화,KIA,3,2
20120902,넥센,삼성,3,5
20120902,두산,SK,6,4
20120902,LG,롯데,2,7
20120902,KIA,한화,13,2
20120904,LG,삼성,6,3
20120904,KIA,롯데,2,4
20120905,SK,KIA,6,3
20120905,두산,한화,5,6
20120905,LG,삼성,0,1
20120906,넥센,두산,0,4
20120906,SK,KIA,0,2
20120906,롯데,한화,0,2
20120907,넥센,두산,3,2
20120907,SK,KIA,3,11
20120907,한화,롯데,2,5
20120908,넥센,SK,6,11
20120908,두산,삼성,6,2
20120908,KIA,LG,4,5
20120908,한화,롯데,0,3
20120909,넥센,SK,1,4
20120909,KIA,LG,3,4
20120910,넥센,삼성,4,9
20120910,KIA,LG,1,7
20120910,한화,롯데,1,7
20120911,삼성,한화,2,11
20120911,두산,롯데,4,0
20120912,삼성,한화,2,3
20120912,SK,LG,3,0
20120912,두산,넥센,3,0
20120912,롯데,KIA,3,1
20120913,두산,넥센,2,4
20120914,롯데,KIA,1,10
20120914,롯데,KIA,8,8
20120914,한화,넥센,8,7
20120915,롯데,삼성,2,3
20120915,LG,두산,2,0
20120915,KIA,SK,5,12
20120915,한화,넥센,1,3
20120916,LG,두산,5,6
20120916,KIA,SK,3,2
20120916,한화,넥센,8,2
20120918,넥센,LG,1,0
20120918,SK,롯데,3,1
20120918,두산,KIA,2,2
20120918,한화,삼성,2,3
20120919,넥센,LG,8,2
20120919,삼성,한화,6,8
20120919,SK,롯데,7,0
20120919,두산,KIA,6,0
20120920,삼성,KIA,5,0
20120920,롯데,넥센,1,3
20120920,한화,LG,3,1
20120921,넥센,한화,4,5
20120921,삼성,KIA,9,2
20120921,롯데,LG,4,6
20120922,SK,두산,5,1
20120922,롯데,삼성,1,6
20120922,KIA,넥센,4,5
20120923,SK,두산,3,1
20120923,LG,롯데,1,3
20120923,KIA,넥센,7,0
20120924,롯데,삼성,1,2
20120924,LG,SK,5,3
20120924,한화,두산,1,2
20120925,LG,SK,4,7
20120925,KIA,삼성,5,1
20120925,한화,두산,3,1
20120926,SK,넥센,7,2
20120926,KIA,삼성,3,0
20120926,한화,두산,0,5
20120927,넥센,LG,0,3
20120927,삼성,롯데,6,2
20120927,한화,SK,1,4
20120928,넥센,LG,11,1
20120928,SK,KIA,1,6
20120928,두산,한화,13,3
20120928,롯데,삼성,3,6
20120929,넥센,한화,4,1
20120929,SK,KIA,8,1
20120929,두산,LG,3,9
20120930,삼성,넥센,9,5
20120930,두산,LG,6,5
20120930,롯데,KIA,0,1
20121001,삼성,LG,9,3
20121001,SK,한화,4,1
20121001,두산,넥센,0,5
20121001,롯데,KIA,0,10
20121002,삼성,LG,2,0
20121002,SK,한화,4,5
20121002,두산,넥센,3,1
20121002,롯데,KIA,10,2
20121003,SK,LG,2,3
20121003,두산,삼성,1,3
20121003,KIA,한화,5,4
20121004,넥센,한화,1,1
20121004,SK,삼성,2,4
20121005,넥센,두산,2,4
20121005,삼성,KIA,0,5
20121005,롯데,SK,8,3
20121006,삼성,KIA,4,3
20121006,롯데,SK,1,6
20121006,LG,두산,1,0
20121008,롯데,두산,8,5
20121009,롯데,두산,2,1
20121011,두산,롯데,7,2
20121012,두산,롯데,3,4
20121016,롯데,SK,1,2
20121017,롯데,SK,5,4
20121019,SK,롯데,1,4
20121020,SK,롯데,2,1
20121022,롯데,SK,3,6
20121024,SK,삼성,1,3
20121025,SK,삼성,3,8
20121028,삼성,SK,8,12
20121029,삼성,SK,1,4
20121031,SK,삼성,1,2
20121101,삼성,SK,7,0
20130309,넥센,NC,6,1
20130309,SK,롯데,1,2
20130309,LG,삼성,4,4
20130309,한화,KIA,3,13
20130310,넥센,NC,4,7
20130310,SK,롯데,6,3
20130310,LG,삼성,9,6
20130310,한화,KIA,1,4
20130312,넥센,롯데,4,2
20130312,SK,KIA,1,6
20130312,두산,삼성,3,1
20130312,LG,NC,2,4
20130313,LG,NC,4,0
20130314,삼성,롯데,5,3
20130314,NC,두산,0,1
20130314,LG,SK,3,4
20130314,한화,넥센,3,2
20130315,삼성,롯데,0,0
20130315,NC,두산,5,8
20130315,LG,SK,3,2
20130315,한화,넥센,4,6
20130316,넥센,삼성,2,7
20130316,두산,KIA,2,3
20130316,한화,SK,1,8
20130317,넥센,삼성,2,2
20130317,두산,KIA,7,2
20130317,한화,SK,0,2
20130319,SK,넥센,8,9
20130319,두산,한화,2,2
20130319,LG,롯데,2,0
20130319,KIA,NC,7,5
20130320,SK,넥센,7,1
20130320,두산,한화,10,4
20130320,LG,롯데,2,9
20130320,KIA,NC,2,4
20130321,삼성,한화,3,6
20130321,두산,넥센,1,7
20130321,롯데,NC,3,6
20130321,KIA,LG,16,3
20130322,삼성,한화,3,8
20130322,두산,넥센,0,3
20130322,롯데,NC,1,2
